location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity,new_tested,population_largest_city,population_clustered,human_capital_index,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,hospital_beds_per_1000,subregion1_code,subregion1_name,new_recovered,cumulative_recovered,elevation_m,new_hospitalized_patients,cumulative_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_tested_age_0,new_tested_age_1,new_tested_age_2,new_tested_age_3,new_tested_age_4,new_tested_age_5,new_tested_age_6,new_tested_age_7,new_tested_age_8,new_tested_age_9,cumulative_tested_age_0,cumulative_tested_age_1,cumulative_tested_age_2,cumulative_tested_age_3,cumulative_tested_age_4,cumulative_tested_age_5,cumulative_tested_age_6,cumulative_tested_age_7,cumulative_tested_age_8,cumulative_tested_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,new_intensive_care_patients_age_0,new_intensive_care_patients_age_1,new_intensive_care_patients_age_2,new_intensive_care_patients_age_3,new_intensive_care_patients_age_4,new_intensive_care_patients_age_5,new_intensive_care_patients_age_6,new_intensive_care_patients_age_7,new_intensive_care_patients_age_8,new_intensive_care_patients_age_9,cumulative_intensive_care_patients_age_0,cumulative_intensive_care_patients_age_1,cumulative_intensive_care_patients_age_2,cumulative_intensive_care_patients_age_3,cumulative_intensive_care_patients_age_4,cumulative_intensive_care_patients_age_5,cumulative_intensive_care_patients_age_6,cumulative_intensive_care_patients_age_7,cumulative_intensive_care_patients_age_8,cumulative_intensive_care_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,new_deceased_male,new_deceased_female,cumulative_deceased_male,cumulative_deceased_female,new_tested_male,new_tested_female,cumulative_tested_male,cumulative_tested_female,new_hospitalized_patients_male,new_hospitalized_patients_female,cumulative_hospitalized_patients_male,cumulative_hospitalized_patients_female,new_intensive_care_patients_male,new_intensive_care_patients_female,cumulative_intensive_care_patients_male,cumulative_intensive_care_patients_female,subregion2_code,subregion2_name,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_actinic_keratosis,search_trends_acute_bronchitis,search_trends_adrenal_crisis,search_trends_ageusia,search_trends_alcoholism,search_trends_allergic_conjunctivitis,search_trends_allergy,search_trends_amblyopia,search_trends_amenorrhea,search_trends_amnesia,search_trends_anal_fissure,search_trends_anaphylaxis,search_trends_anemia,search_trends_angina_pectoris,search_trends_angioedema,search_trends_angular_cheilitis,search_trends_anosmia,search_trends_anxiety,search_trends_aphasia,search_trends_aphonia,search_trends_apnea,search_trends_arthralgia,search_trends_arthritis,search_trends_ascites,search_trends_asperger_syndrome,search_trends_asphyxia,search_trends_asthma,search_trends_astigmatism,search_trends_ataxia,search_trends_atheroma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_auditory_hallucination,search_trends_autoimmune_disease,search_trends_avoidant_personality_disorder,search_trends_back_pain,search_trends_bacterial_vaginosis,search_trends_balance_disorder,search_trends_beaus_lines,search_trends_bells_palsy,search_trends_biliary_colic,search_trends_binge_eating,search_trends_bleeding,search_trends_bleeding_on_probing,search_trends_blepharospasm,search_trends_bloating,search_trends_blood_in_stool,search_trends_blurred_vision,search_trends_blushing,search_trends_boil,search_trends_bone_fracture,search_trends_bone_tumor,search_trends_bowel_obstruction,search_trends_bradycardia,search_trends_braxton_hicks_contractions,search_trends_breakthrough_bleeding,search_trends_breast_pain,search_trends_bronchitis,search_trends_bruise,search_trends_bruxism,search_trends_bunion,search_trends_burn,search_trends_burning_chest_pain,search_trends_burning_mouth_syndrome,search_trends_candidiasis,search_trends_canker_sore,search_trends_cardiac_arrest,search_trends_carpal_tunnel_syndrome,search_trends_cataplexy,search_trends_cataract,search_trends_chancre,search_trends_cheilitis,search_trends_chest_pain,search_trends_chills,search_trends_chorea,search_trends_chronic_pain,search_trends_cirrhosis,search_trends_cleft_lip_and_cleft_palate,search_trends_clouding_of_consciousness,search_trends_cluster_headache,search_trends_colitis,search_trends_coma,search_trends_common_cold,search_trends_compulsive_behavior,search_trends_compulsive_hoarding,search_trends_confusion,search_trends_congenital_heart_defect,search_trends_conjunctivitis,search_trends_constipation,search_trends_convulsion,search_trends_cough,search_trends_crackles,search_trends_cramp,search_trends_crepitus,search_trends_croup,search_trends_cyanosis,search_trends_dandruff,search_trends_delayed_onset_muscle_soreness,search_trends_dementia,search_trends_dentin_hypersensitivity,search_trends_depersonalization,search_trends_depression,search_trends_dermatitis,search_trends_desquamation,search_trends_developmental_disability,search_trends_diabetes,search_trends_diabetic_ketoacidosis,search_trends_diarrhea,search_trends_dizziness,search_trends_dry_eye_syndrome,search_trends_dysautonomia,search_trends_dysgeusia,search_trends_dysmenorrhea,search_trends_dyspareunia,search_trends_dysphagia,search_trends_dysphoria,search_trends_dystonia,search_trends_dysuria,search_trends_ear_pain,search_trends_eczema,search_trends_edema,search_trends_encephalitis,search_trends_encephalopathy,search_trends_epidermoid_cyst,search_trends_epilepsy,search_trends_epiphora,search_trends_erectile_dysfunction,search_trends_erythema,search_trends_erythema_chronicum_migrans,search_trends_esophagitis,search_trends_excessive_daytime_sleepiness,search_trends_eye_pain,search_trends_eye_strain,search_trends_facial_nerve_paralysis,search_trends_facial_swelling,search_trends_fasciculation,search_trends_fatigue,search_trends_fatty_liver_disease,search_trends_fecal_incontinence,search_trends_fever,search_trends_fibrillation,search_trends_fibrocystic_breast_changes,search_trends_fibromyalgia,search_trends_flatulence,search_trends_floater,search_trends_focal_seizure,search_trends_folate_deficiency,search_trends_food_craving,search_trends_food_intolerance,search_trends_frequent_urination,search_trends_gastroesophageal_reflux_disease,search_trends_gastroparesis,search_trends_generalized_anxiety_disorder,search_trends_genital_wart,search_trends_gingival_recession,search_trends_gingivitis,search_trends_globus_pharyngis,search_trends_goitre,search_trends_gout,search_trends_grandiosity,search_trends_granuloma,search_trends_guilt,search_trends_hair_loss,search_trends_halitosis,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heart_murmur,search_trends_heartburn,search_trends_hematochezia,search_trends_hematoma,search_trends_hematuria,search_trends_hemolysis,search_trends_hemoptysis,search_trends_hemorrhoids,search_trends_hepatic_encephalopathy,search_trends_hepatitis,search_trends_hepatotoxicity,search_trends_hiccup,search_trends_hip_pain,search_trends_hives,search_trends_hot_flash,search_trends_hydrocephalus,search_trends_hypercalcaemia,search_trends_hypercapnia,search_trends_hypercholesterolemia,search_trends_hyperemesis_gravidarum,search_trends_hyperglycemia,search_trends_hyperhidrosis,search_trends_hyperkalemia,search_trends_hyperlipidemia,search_trends_hypermobility,search_trends_hyperpigmentation,search_trends_hypersomnia,search_trends_hypertension,search_trends_hyperthermia,search_trends_hyperthyroidism,search_trends_hypertriglyceridemia,search_trends_hypertrophy,search_trends_hyperventilation,search_trends_hypocalcaemia,search_trends_hypochondriasis,search_trends_hypoglycemia,search_trends_hypogonadism,search_trends_hypokalemia,search_trends_hypomania,search_trends_hyponatremia,search_trends_hypotension,search_trends_hypothyroidism,search_trends_hypoxemia,search_trends_hypoxia,search_trends_impetigo,search_trends_implantation_bleeding,search_trends_impulsivity,search_trends_indigestion,search_trends_infection,search_trends_inflammation,search_trends_inflammatory_bowel_disease,search_trends_ingrown_hair,search_trends_insomnia,search_trends_insulin_resistance,search_trends_intermenstrual_bleeding,search_trends_intracranial_pressure,search_trends_iron_deficiency,search_trends_irregular_menstruation,search_trends_itch,search_trends_jaundice,search_trends_kidney_failure,search_trends_kidney_stone,search_trends_knee_pain,search_trends_kyphosis,search_trends_lactose_intolerance,search_trends_laryngitis,search_trends_leg_cramps,search_trends_lesion,search_trends_leukorrhea,search_trends_lightheadedness,search_trends_low_back_pain,search_trends_low_grade_fever,search_trends_lymphedema,search_trends_major_depressive_disorder,search_trends_malabsorption,search_trends_male_infertility,search_trends_manic_disorder,search_trends_melasma,search_trends_melena,search_trends_meningitis,search_trends_menorrhagia,search_trends_middle_back_pain,search_trends_migraine,search_trends_milium,search_trends_mitral_insufficiency,search_trends_mood_disorder,search_trends_mood_swing,search_trends_morning_sickness,search_trends_motion_sickness,search_trends_mouth_ulcer,search_trends_muscle_atrophy,search_trends_muscle_weakness
AR,3/11/2020,ChIJZ8b99fXKvJURqA_wKpl3Lz0,Q414,country/ARG,AR,Argentina,AR,ARG,0,4,1,112,3,641,,,,,,,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,286393,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,1324.603516,198.935944,0,0,2,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,25,23.8125,19,32.5625,10.668,,18.791667,75.677514,31,15057273,19280518,0.611,2690269,55032,76.52,147.086,79.483,26.6,15.8,-16,-7,-24,-6,15,0,,,,,,,64,259,4,38,0,0,1,1,0,1,1,0,0,0,0,7,35,30,29,16,15,8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3,0,4,5,7,5,4,2,1,0,11,43,163,162,136,102,103,63,21,4,5,5,10,17,13,7,5,2,0,0,21,10,41,52,41,23,33,23,11,3,0,0,0,1,1,0,2,0,0,0,8,0,1,4,3,2,12,5,2,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,74,68,1,0,2,1,20,9,413,384,38,25,141,106,3,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,5/4/2022,ChIJZ8b99fXKvJURqA_wKpl3Lz0,Q414,country/ARG,AR,Argentina,AR,ARG,0,2524,3,9091986,128795,27780001,1046,17620167,5724,15977751,6770,33597918,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,286393,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,1324.603516,198.935944,0,1,2,4,0,0,0,1,1,1,,,2,2,1,,0,3,5,39.81,14.524691,4.37037,24.191358,0,,3.728395,49.271574,12296,15057273,19280518,0.611,2690269,55032,76.52,147.086,79.483,26.6,15.8,2,33,-15,15,54,-1,,,,,,,164,476804,17,83036,70,206,264,549,620,352,249,158,47,9,220641,671540,1939749,2123130,1742829,1145328,691494,359321,150579,45592,0,0,0,0,0,1,0,2,0,0,192,207,901,2634,7025,15080,27031,34071,28808,12817,1092,1164,1764,2356,2243,1470,1076,738,302,91,1270125,2462884,5478983,6125178,5070111,3417908,2156125,1148295,489643,153536,45,13,5,7,11,11,14,23,29,6,39752,18289,31756,43572,50380,59777,71922,75684,59902,25401,3,2,0,0,2,0,1,3,4,2,3086,1474,2663,4319,7704,12756,18060,17905,11288,3687,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1063,1460,4355276,4689103,2,1,72701,53845,5394,6889,12982623,14654331,89,74,246185,219950,6,11,48092,32953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,9/7/2020,ChIJZ8b99fXKvJURqA_wKpl3Lz0,Q414,country/ARG,AR,Argentina,AR,ARG,0,10412,347,513767,16015,1461813,,,,,,,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,286393,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,1324.603516,198.935944,3,3,2,4,2,2,2,4,1,2,0,0,2,1,2,0,0,3,0,87.96,13.450617,5.037037,20.41358,0,,5.04321,57.128665,21702,15057273,19280518,0.611,2690269,55032,76.52,147.086,79.483,26.6,15.8,-51,-15,-72,-48,-27,15,,,,,,,1246,145999,196,21689,237,432,1852,2561,2167,1438,899,424,277,122,15242,24803,90636,125133,103058,72020,40553,21373,13564,7116,0,1,2,8,10,28,66,82,96,54,24,16,95,240,598,1421,2886,4108,4146,2471,706,915,3887,5468,4442,2858,1754,863,532,263,74635,72046,251994,348400,285641,189934,108227,62976,43836,22850,56,30,94,150,138,156,206,198,152,66,11499,5850,13551,19259,18066,17095,17886,18276,15975,8391,6,1,7,4,11,33,51,46,22,15,1028,452,830,1104,1660,2673,4079,4600,3702,1514,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,5094,5157,257463,246846,184,146,8622,6620,10341,11022,709150,725758,686,521,72355,68095,123,66,12114,8467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,3/9/2022,ChIJZ8b99fXKvJURqA_wKpl3Lz0,Q414,country/ARG,AR,Argentina,AR,ARG,0,3706,38,9017531,128326,26963950,3249,17535114,8803,15706062,12052,33241176,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,286393,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,1324.603516,198.935944,0,1,2,4,0,0,1,2,2,0,,,2,2,1,,0,3,5,45.37,20.376543,16.765432,27.950617,2.88925,,16.049383,76.620663,32283,15057273,19280518,0.611,2690269,55032,76.52,147.086,79.483,26.6,15.8,-5,28,-22,-4,21,2,,,,,,,228,467592,20,81918,240,509,896,762,575,361,200,100,52,11,216796,663122,1927172,2108092,1728835,1136486,685314,355383,149259,45295,0,0,0,0,0,2,9,11,12,4,187,203,899,2614,7000,15028,26954,33958,28695,12759,2576,4166,6372,6173,4762,3314,2588,1525,610,193,1202306,2373366,5339377,5968688,4940696,3327357,2084587,1102490,470042,147982,37,15,12,16,13,28,46,27,22,11,37792,17718,31108,42993,49745,58964,70802,74281,58823,25002,0,1,2,0,2,4,7,2,2,0,2948,1428,2605,4247,7611,12624,17874,17692,11163,3632,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1853,1846,4321123,4648915,21,17,72445,53634,15524,16692,12602208,14220377,113,113,241674,215287,11,8,47504,32430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,11/30/2020,ChIJZ8b99fXKvJURqA_wKpl3Lz0,Q414,country/ARG,AR,Argentina,AR,ARG,0,7292,165,1455611,42232,3578160,,,,,,,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,286393,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,1324.603516,198.935944,3,2,2,4,2,2,2,3,1,2,0,0,2,2,2,0,0,3,0,79.17,21.123457,14.191358,28.67284,0.141111,,10.654321,51.969745,21536,15057273,19280518,0.611,2690269,55032,76.52,147.086,79.483,26.6,15.8,-41,-9,-59,-37,-12,9,,,,,,,617,218145,94,34487,191,498,1414,1718,1418,963,588,299,158,45,33566,66648,264718,351896,293441,204307,122511,66029,36502,15440,0,1,0,3,4,15,29,66,38,9,59,38,232,547,1505,3753,8291,11527,10809,5453,1009,1269,4263,4699,3834,2750,1861,1067,582,194,147483,168439,640759,852046,703284,472678,286391,162503,98268,44090,44,20,38,50,57,79,118,100,82,29,15912,8105,18151,25707,25363,26224,29753,30621,25751,12361,2,2,5,5,6,11,25,22,15,1,1484,621,1155,1596,2552,4398,7110,7682,5688,2142,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3474,3761,721469,714895,97,67,23570,17178,10479,10766,1731517,1792140,314,281,109966,100196,52,40,19662,13269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,7/16/2021,ChIJZ8b99fXKvJURqA_wKpl3Lz0,Q414,country/ARG,AR,Argentina,AR,ARG,0,15907,300,4804154,106162,14253627,149826,9578337,42951,2375684,192777,11954021,44938712,19523766,20593330,3599141,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954,10006,286393,-34,-64,2780400,21.8,5.9,8.8,2.5996,3.9901,1324.603516,198.935944,2,2,2,4,2,2,2,4,1,1,0,0,2,2,2,0,0,3,3,75,10.561728,0.277778,20.290123,0,,-0.623457,47.216377,68532,15057273,19280518,0.611,2690269,55032,76.52,147.086,79.483,26.6,15.8,-16,22,-39,-13,-1,7,,,,,,,708,378505,137,67585,435,1613,3647,3503,2817,1817,1145,635,221,72,101371,320219,947492,1107980,947728,659084,393026,203372,91769,31051,0,1,4,13,27,40,62,76,55,22,124,120,690,2079,5766,12706,22846,28249,23209,10346,3207,6519,14850,14825,12568,7997,4809,2553,925,267,503898,1001615,2800564,3290491,2727883,1852891,1122294,582559,271336,95800,55,27,38,75,80,92,97,129,84,30,25751,12359,25101,36938,42863,50427,58533,59663,46413,20155,1,3,5,11,19,20,39,25,11,3,2313,1035,2032,3432,6259,10597,14906,14667,9183,3082,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,7747,8085,2359482,2404356,163,136,60278,43743,31926,36369,6786188,7356377,365,341,196538,171876,78,59,39328,26356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,5/26/2021,ChIJzyjM68dZnAARYz4p8gYVWik,Q155,country/BRA,BR,Brazil,BR,BRA,0,80486,2398,16274695,454429,47072611,512005,44744459,230915,21750092,742920,66494551,212559409,104435783,108123626,27807886,183241641,25.431,0.754,29076910,31160446,34104643,34476762,29462006,24421202,16896862,8801551,4159027,1839758040765,8717,59470,-14,-53,8515770,13.9,10.4,12.8,10.119,2.1643,928.799316,255.006439,2,3,2,3,1,2,2,1,1,0,0,0,2,1,0,0,0,4,4,60.65,27.611111,21.388889,33.861111,0,,19.055556,60.064214,184467,21846507,88861474,0.56,8241430,134981,75.672,188.528,91.421,29.9,16.6,-21,26,-20,-14,0,8,,,,96308,14648332,,7099,760808,2008,243459,2484,5167,11847,13684,11797,8876,3733,1540,687,182,808601,957347,2737135,3523812,2999399,2157789,1267689,582943,228560,57107,1,9,29,109,257,437,395,217,221,53,404,429,3226,11445,24111,42197,62966,56199,32979,9350,11030,16939,40555,42113,33971,23251,10129,4197,1825,457,2360691,3206763,9389989,11112338,9026810,6143554,3480252,1551730,621448,169028,69,54,366,975,1557,1969,1066,537,409,97,7020,4716,26937,80426,126619,163507,165047,114032,58148,14355,17,12,70,225,476,603,289,173,116,27,1755,1118,6550,21281,36748,52476,58438,41413,19614,4066,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,28610,31382,7962334,7341027,975,753,133120,110162,83263,101159,23504095,23424333,4043,3056,419186,341544,1179,829,137406,106028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,2/28/2021,ChIJzyjM68dZnAARYz4p8gYVWik,Q155,country/BRA,BR,Brazil,BR,BRA,0,34027,721,10551259,254942,34439784,27306,6767836,7236,2023405,34542,8791241,212559409,104435783,108123626,27807886,183241641,25.431,0.754,29076910,31160446,34104643,34476762,29462006,24421202,16896862,8801551,4159027,1839758040765,8717,59470,-14,-53,8515770,13.9,10.4,12.8,10.119,2.1643,928.799316,255.006439,3,3,2,4,1,3,2,1,0,0,0,0,2,1,0,0,0,4,3,70.83,24.222222,22.074074,28.166667,0,,21.833333,86.557399,50159,21846507,88861474,0.56,8241430,134981,75.672,188.528,91.421,29.9,16.6,-40,6,-47,-29,-4,8,,,,62744,9386440,,3326,170637,1697,58123,556,1120,3574,4610,4158,3045,1925,969,342,63,643317,638870,1941341,2547616,2136744,1505362,887028,417656,169404,43805,3,0,22,50,104,189,315,299,266,85,100,72,445,1376,2885,5352,9241,10565,8559,2919,2595,3457,9402,11412,9477,6643,4130,2055,798,190,1701984,2204045,6817415,8241077,6648904,4473555,2555472,1168733,482989,135602,29,13,108,330,529,673,682,559,324,79,2143,1203,5325,15332,23889,31750,36631,30531,18764,5069,7,8,52,134,241,337,416,313,156,33,545,274,1294,4129,7126,10394,13300,12065,7235,1761,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,10150,10212,5881075,5033316,685,648,22446,19066,24303,25855,17641713,16656272,1803,1522,92674,77950,979,718,32606,25513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
